ID ,Text,Sentiment_text,Sentiment_label,seg_text_lstm,seg_text_crf
1055,ការសម្តែងនៅលើឆាកមិនអាចទាញយកភ្នែកចេញបាន។,Positive,1.0,ការសម្តែង នៅលើ ឆាក មិន អាច ទាញយក ភ្នែក ចេញ បាន ។,ការសម្តែង នៅលើ ឆាក មិន អាច ទាញយក ភ្នែក ចេញ បាន ។
1056,បទថ្មីនេះមិនទាក់ចិត្ត។,Negative,0.0,បទ ថ្មី នេះ មិន ទាក់ចិត្ត ។,បទ ថ្មី នេះ មិន ទាក់ចិត្ត ។
1057,បទចម្រៀងនេះមិនល្អ។,Negative,0.0,បទចម្រៀង នេះ មិន ល្អ ។,បទចម្រៀង នេះ មិន ល្អ ។
1058,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0,ភាពយន្ត នេះ ធុញទ្រាន់ ។,ភាពយន្ត នេះ ធុញទ្រាន់ ។
1059,ផលិតផលនេះគុណភាពទាប។,Negative,0.0,ផលិតផល នេះ គុណភាព ទាប ។,ផលិតផល នេះ គុណភាព ទាប ។
1060,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1.0,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ មានអារម្មណ៍ ពេញចិត្ត ។,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ មានអារម្មណ៍ ពេញចិត្ត ។
1061,ការដឹកជញ្ជូនយឺត។,Negative,0.0,ការដឹកជញ្ជូន យឺត ។,ការដឹកជញ្ជូន យឺត ។
1062,បទថ្មីនេះមានទាស់។,Positive,1.0,បទ ថ្មី នេះ មាន ទាស់ ។,បទ ថ្មី នេះ មាន ទាស់ ។
1063,ការសម្តែងរបស់តារាសម្តែងគ្មានគុណភាព។,Negative,0.0,ការសម្តែង របស់ តារា សម្តែង គ្មាន គុណភាព ។,ការសម្តែង របស់ តារា សម្តែង គ្មាន គុណភាព ។
1064,ការដឹកជញ្ជូនយឺត។,Negative,0.0,ការដឹកជញ្ជូន យឺត ។,ការដឹកជញ្ជូន យឺត ។
1065,ការសម្តែងនៅលើឆាកធុញទ្រាន់។,Negative,0.0,ការសម្តែង នៅលើ ឆាក ធុញទ្រាន់ ។,ការសម្តែង នៅលើ ឆាក ធុញទ្រាន់ ។
1066,គុណភាពទំនិញល្អណាស់។,Positive,1.0,គុណភាព ទំនិញ ល្អ ណាស់ ។,គុណភាព ទំនិញ ល្អ ណាស់ ។
1067,ការទិញនៅលើគេហទំព័រយ៉ាងងាយស្រួល។,Positive,1.0,ការទិញ នៅលើ គេហទំព័រ យ៉ាង ងាយស្រួល ។,ការទិញ នៅលើ គេហទំព័រ យ៉ាង ងាយស្រួល ។
1068,បទថ្មីនេះមានទាស់។,Positive,1.0,បទ ថ្មី នេះ មាន ទាស់ ។,បទ ថ្មី នេះ មាន ទាស់ ។
1069,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0,ភាពយន្ត នេះ ធុញទ្រាន់ ។,ភាពយន្ត នេះ ធុញទ្រាន់ ។
1070,បទចម្រៀងនេះមិនល្អ។,Negative,0.0,បទចម្រៀង នេះ មិន ល្អ ។,បទចម្រៀង នេះ មិន ល្អ ។
1071,ការបម្រើអតិថិជននៅទីនេះគឺល្អឥតខ្ចោះ។,Positive,1.0,ការបម្រើ អតិថិជន នៅ ទីនេះ គឺ ល្អ ឥត ខ្ចោះ ។,ការបម្រើ អតិថិជន នៅ ទីនេះ គឺ ល្អ ឥត ខ្ចោះ ។
1072,បទចម្រៀងនេះឆ្លៀតចិត្ត។,Positive,1.0,បទចម្រៀង នេះ ឆ្លៀតចិត្ត ។,បទចម្រៀង នេះ ឆ្លៀត ចិត្ត ។
1073,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0.0,ខ្ញុំ មាន បទពិសោធន៍ អាក្រក់ ជាមួយ សេវាកម្ម នេះ ។,ខ្ញុំ មាន បទពិសោធន៍ អាក្រក់ ជាមួយ សេវាកម្ម នេះ ។
1074,ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative,0.0,ខ្ញុំ មិន ពេញចិត្ត ជាមួយ បទចម្រៀង នេះ ។,ខ្ញុំ មិន ពេញចិត្ត ជាមួយ បទចម្រៀង នេះ ។
1075,បទចម្រៀងនេះមិនមានអារម្មណ៍។,Negative,0.0,បទចម្រៀង នេះ មិន មាន អារម្មណ៍ ។,បទចម្រៀង នេះ មិន មានអារម្មណ៍ ។
1076,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0.0,ការទិញ នៅលើ គេហទំព័រ មិន ងាយស្រួល ។,ការទិញ នៅលើ គេហទំព័រ មិន ងាយស្រួល ។
1077,ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive,1.0,ការសម្តែង របស់ តារា សម្តែង គួរឱ្យ សរសើរ ។,ការសម្តែង របស់ តារា សម្តែង គួរឱ្យ សរសើរ ។
1078,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0,ភាពយន្ត នេះ ធុញទ្រាន់ ។,ភាពយន្ត នេះ ធុញទ្រាន់ ។
1079,បរិយាកាសនៅហាងនេះល្អឥតខ្ចោះ។,Positive,1.0,បរិយាកាស នៅ ហាង នេះ ល្អ ឥត ខ្ចោះ ។,បរិយាកាស នៅ ហាង នេះ ល្អ ឥត ខ្ចោះ ។
1080,ខ្ញុំមិនពេញចិត្តជាមួយបទចម្រៀងនេះ។,Negative,0.0,ខ្ញុំ មិន ពេញចិត្ត ជាមួយ បទចម្រៀង នេះ ។,ខ្ញុំ មិន ពេញចិត្ត ជាមួយ បទចម្រៀង នេះ ។
1081,ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive,1.0,ការចាក់ សម្លេង មាន គុណភាព ខ្ពស់ ។,ការចាក់ សម្លេង មាន គុណភាព ខ្ពស់ ។
1082,ខ្ញុំមិនបានទទួលទំនិញតាមពេលកំណត់។,Negative,0.0,ខ្ញុំ មិន បាន ទទួលទំនិញ តាម ពេល កំណត់ ។,ខ្ញុំ មិន បាន ទទួល ទំនិញ តាម ពេល កំណត់ ។
1083,ខ្ញុំមានបទពិសោធន៍អាក្រក់ជាមួយសេវាកម្មនេះ។,Negative,0.0,ខ្ញុំ មាន បទពិសោធន៍ អាក្រក់ ជាមួយ សេវាកម្ម នេះ ។,ខ្ញុំ មាន បទពិសោធន៍ អាក្រក់ ជាមួយ សេវាកម្ម នេះ ។
1084,ការសម្តែងរបស់តារាសម្តែងគួរឱ្យសរសើរ។,Positive,1.0,ការសម្តែង របស់ តារា សម្តែង គួរឱ្យ សរសើរ ។,ការសម្តែង របស់ តារា សម្តែង គួរឱ្យ សរសើរ ។
1085,បទថ្មីនេះមានទាស់។,Positive,1.0,បទ ថ្មី នេះ មាន ទាស់ ។,បទ ថ្មី នេះ មាន ទាស់ ។
1086,ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive,1.0,ខ្ញុំ ចូលចិត្ត ម៉ាក នេះ ជាពិសេស ។,ខ្ញុំ ចូលចិត្ត ម៉ាក នេះ ជាពិសេស ។
1087,ការសម្តែងនៅលើឆាកធុញទ្រាន់។,Negative,0.0,ការសម្តែង នៅលើ ឆាក ធុញទ្រាន់ ។,ការសម្តែង នៅលើ ឆាក ធុញទ្រាន់ ។
1088,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0,ភាពយន្ត នេះ ធុញទ្រាន់ ។,ភាពយន្ត នេះ ធុញទ្រាន់ ។
1089,សេវាកម្មនេះធ្វើឱ្យខ្ញុំមានអារម្មណ៍ពេញចិត្ត។,Positive,1.0,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ មានអារម្មណ៍ ពេញចិត្ត ។,សេវាកម្ម នេះ ធ្វើឱ្យ ខ្ញុំ មានអារម្មណ៍ ពេញចិត្ត ។
1090,ខ្ញុំពិតជាផ្អែមល្ហែមជាមួយបទចម្រៀងថ្មីនេះ។,Positive,1.0,ខ្ញុំ ពិតជា ផ្អែមល្ហែម ជាមួយ បទចម្រៀង ថ្មី នេះ ។,ខ្ញុំ ពិតជា ផ្អែមល្ហែម ជាមួយ បទចម្រៀង ថ្មី នេះ ។
1091,ខ្ញុំចូលចិត្តម៉ាកនេះជាពិសេស។,Positive,1.0,ខ្ញុំ ចូលចិត្ត ម៉ាក នេះ ជាពិសេស ។,ខ្ញុំ ចូលចិត្ត ម៉ាក នេះ ជាពិសេស ។
1092,ភាពយន្តនេះធុញទ្រាន់។,Negative,0.0,ភាពយន្ត នេះ ធុញទ្រាន់ ។,ភាពយន្ត នេះ ធុញទ្រាន់ ។
1093,គុណភាពទំនិញល្អណាស់។,Positive,1.0,គុណភាព ទំនិញ ល្អ ណាស់ ។,គុណភាព ទំនិញ ល្អ ណាស់ ។
1094,ផលិតផលនេះគុណភាពល្អណាស់។,Positive,1.0,ផលិតផល នេះ គុណភាព ល្អ ណាស់ ។,ផលិតផល នេះ គុណភាព ល្អ ណាស់ ។
1095,ផលិតផលនេះគុណភាពទាប។,Negative,0.0,ផលិតផល នេះ គុណភាព ទាប ។,ផលិតផល នេះ គុណភាព ទាប ។
1096,ការបម្រើអតិថិជនយឺតខ្លាំង។,Negative,0.0,ការបម្រើ អតិថិជន យឺត ខ្លាំង ។,ការបម្រើ អតិថិជន យឺត ខ្លាំង ។
1097,ការទិញនៅលើគេហទំព័រមិនងាយស្រួល។,Negative,0.0,ការទិញ នៅលើ គេហទំព័រ មិន ងាយស្រួល ។,ការទិញ នៅលើ គេហទំព័រ មិន ងាយស្រួល ។
1098,រឿងថ្មីនេះធ្វើឱ្យខ្ញុំខកចិត្ត។,Negative,0.0,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។,រឿង ថ្មី នេះ ធ្វើឱ្យ ខ្ញុំ ខកចិត្ត ។
1099,ផលិតផលនេះគុណភាពទាប។,Negative,0.0,ផលិតផល នេះ គុណភាព ទាប ។,ផលិតផល នេះ គុណភាព ទាប ។
1100,ការចាក់សម្លេងមានគុណភាពខ្ពស់។,Positive,1.0,ការចាក់ សម្លេង មាន គុណភាព ខ្ពស់ ។,ការចាក់ សម្លេង មាន គុណភាព ខ្ពស់ ។
